CAM	participantCAM	id	text	value	comment	date	x_pos	y_pos	predefinedConcept	isDraggable	isDeletable	isTextChangeable	isActive	text_summarized
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	f016f24d-dbe6-4787-ad85-c67ddc9b881c	verlernen von Zuneigung	-1		2023-12-11T10:10:58Z	228	164	FALSE	1	1	1	TRUE	verlernen von Zuneigung
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	1ebb723f-b712-4f50-9f77-f1e3421cc8c2	mangelnde    Empathie	-2		2023-12-11T10:11:15Z	151	264	FALSE	1	1	1	TRUE	mangelnde    Empathie
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	eccf0c07-b4dd-4a81-8fc0-fb6495e7652f	weniger Arbeitsplätze	-1		2023-12-11T10:11:52Z	180	441	FALSE	1	1	1	TRUE	weniger Arbeitsplätze
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	ec66f438-8a1f-4573-948a-5494dd034dce	Erwartungsänderung an Menschen	-2		2023-12-11T10:12:25Z	379	135	FALSE	1	1	1	TRUE	Erwartungsänderung an Menschen
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	8e885c6f-19d2-426b-ac8f-c378920e5e3f	keine physische Begleitung	-1		2023-12-11T10:13:06Z	314	580	FALSE	1	1	1	TRUE	keine physische Begleitung
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	fb5e8d10-ab9f-4752-9057-5ccebeb63220	Kosten für Entwicklung	-1		2023-12-11T10:14:59Z	1247	176	FALSE	1	1	1	TRUE	Kosten für Entwicklung
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	f389c750-f6a8-429b-b83b-c28d5cab9577	Entwickler:innen erhalten Arbeitsplätze	1		2023-12-11T10:15:43Z	54	574	FALSE	1	1	1	TRUE	Entwickler:innen erhalten Arbeitsplätze
67d88f73-7672-4027-98f5-6463b4edc1f7	noID	122089dc-db80-4652-b3be-792b18a20e6b	bedingunslose emotionale Begleitung	1		2023-12-11T10:16:23Z	199	687	FALSE	1	1	1	TRUE	bedingunslose emotionale Begleitung
93054cc2-22c5-4ad6-8427-e87a59330550	noID	53a59d58-46b9-49ea-a5c0-bda59bc5c8d7	sozialer Assistenzroboter	0		2023-12-11T10:08:05Z	650	400	TRUE	0	0	0	TRUE	Soziale Assistenzroboter_neutral
93054cc2-22c5-4ad6-8427-e87a59330550	noID	682698b2-94c2-4bfd-89e2-9ba5f82e14c2	Nachteile	0		2023-12-11T10:08:05Z	450	400	TRUE	0	0	0	TRUE	Nachteile_neutral
93054cc2-22c5-4ad6-8427-e87a59330550	noID	d4974241-f0c9-4a8d-9ffd-3445cf27e712	Vorteile	0		2023-12-11T10:08:05Z	850	400	TRUE	0	0	0	TRUE	Vorteile_neutral
93054cc2-22c5-4ad6-8427-e87a59330550	noID	ac288548-733b-4da7-8556-1c181705a62c	zukünftige Hilfe	1	Macht Spaß	2023-12-11T10:08:42Z	980	200.3333	FALSE	1	1	1	TRUE	zukünftige Hilfe
93054cc2-22c5-4ad6-8427-e87a59330550	noID	10c248e4-99bc-4e47-996c-235f972b6587	Wenig Kommunikation	10		2023-12-11T10:09:18Z	329	298.3333	FALSE	1	1	1	TRUE	Wenig Kommunikation
93054cc2-22c5-4ad6-8427-e87a59330550	noID	cb61b2bb-cfc6-4fb4-8d57-17ac6fb388c6	Schnelle hygienische Hilfe	2		2023-12-11T10:11:44Z	1156	267.3333	FALSE	1	1	1	TRUE	Schnelle hygienische Hilfe
93054cc2-22c5-4ad6-8427-e87a59330550	noID	48af871a-14be-4953-a790-8ccb0265d2a7	24  Stunden bereit	3		2023-12-11T10:13:08Z	1014	503.3333	FALSE	1	1	1	TRUE	24  Stunden bereit
93054cc2-22c5-4ad6-8427-e87a59330550	noID	3162b70a-b519-458f-af7d-bce96c4ec090	Kann kaputtgehen	-2		2023-12-11T10:13:39Z	233	423.3333	FALSE	1	1	1	TRUE	Kann kaputtgehen
93054cc2-22c5-4ad6-8427-e87a59330550	noID	aa22a45d-df3c-4b06-972f-d19396c2f3fc	Besuch	-3	wahrscheinlich kommt nur noch der Roboter und keine Familie	2023-12-11T10:14:48Z	278	527.3333	FALSE	1	1	1	TRUE	Besuch
93054cc2-22c5-4ad6-8427-e87a59330550	noID	c3b38977-a1cb-474e-9591-e85dcf090304	Teuer	-1		2023-12-11T10:15:59Z	546	179.3333	FALSE	1	1	1	TRUE	Fehler_negative
93054cc2-22c5-4ad6-8427-e87a59330550	noID	f54edbb4-882a-42ed-9ebb-f2b06d3bcdda	Bedienung	-2	Wer programmiert datenschutzkonform	2023-12-11T10:16:29Z	486	527.3333	FALSE	1	1	1	TRUE	Bedienung
93054cc2-22c5-4ad6-8427-e87a59330550	noID	4c37e5b7-ceb9-470c-a545-c13847bfdb37	Verschwiegen	2	Meckert nicht rum	2023-12-11T10:17:38Z	800	529.3333	FALSE	1	1	1	TRUE	Verschwiegen
93054cc2-22c5-4ad6-8427-e87a59330550	noID	960b616e-d634-4965-924a-f2e879a70214	Leise	2		2023-12-11T10:18:23Z	1082	401.3333	FALSE	1	1	1	TRUE	Fehler_positive
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	a3ae9633-be55-40db-9e68-bc51a9b968ff	sozialer Assistenzroboter	-1		2023-12-11T10:30:02Z	650	400	TRUE	0	0	0	TRUE	Soziale Assistenzroboter_negative
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	a942ed23-fd0b-4b7c-875b-b4b0e4351d6c	Nachteile	-3		2023-12-11T10:30:02Z	450	400	TRUE	0	0	0	TRUE	Nachteile_negative
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	26000999-de19-4ad4-8481-bc81fb44c3c4	Vorteile	2		2023-12-11T10:30:02Z	850	400	TRUE	0	0	0	TRUE	Vorteile_positive
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	f9bca8f1-e312-44c6-a12c-f08428150d2b	Verführung der Bequemlichkeit	-3		2023-12-11T10:31:44Z	380.3115	303.5156	FALSE	1	1	1	TRUE	Verführung der Bequemlichkeit
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	b30adc7e-016e-47b6-8a95-c386b7641dc2	Natur der Menschen	-3		2023-12-11T10:33:10Z	86.3115	158.5156	FALSE	1	1	1	TRUE	Natur der Menschen
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	ffe2196d-b660-4860-a342-f76d7cf7b183	Chekhov's Gun	-2	"Wenn eine Pistole im Theaterstück erscheint, wird sie auch benutzt werden. In diesem Zusammenhang: Können die Menschen kurzgesagt ""faul"" sein, werden sie das bis ins Extreme ausnützen, um maximalen persönlichen Lust/Hedonismus-Gewinn zu erzielen."	2023-12-11T10:33:49Z	256.3115	381.5156	FALSE	1	1	1	TRUE	Chekhov's Gun
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	4dda9336-64fa-4188-8488-48d4b802d6c3	Kein Menschlicher Kontakt	-3	"Alte Menschen oder Menschen mit besonderen Bedürfnissen erhalten weniger ""echten"" positiven menschlichen Kontakt."	2023-12-11T10:36:59Z	190.3115	508.5156	FALSE	1	1	1	TRUE	Kein menschlicher Kontakt_negative
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	765ec0b3-5ae2-4c16-a9b3-7ee4e61ddbe4	Weniger Missbrauch Schwacher	3	Es gibt unsagbaren Missbrauch schwacher Personen durch Pflegepersonal. Ich habe einen Zeitungsartikel gelesen, in der eine Person eine geheime Kamera im Zimmer der alten Mutter angebracht hatte (um herauszufinden wer stiehlt), es hat sich starker, starker Missbrauch durch Pflegepersonal herausgestellt.	2023-12-11T10:38:39Z	831.3115	226.5156	FALSE	1	1	1	TRUE	Weniger Missbrauch Schwacher
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	f21e49a4-81f2-4975-911d-e5de7c759cf6	Mehr Ressourcen	2	Mit Hilfe von Robotern wird es insgesamt mehr positive Ressourcen für Schwache geben.	2023-12-11T10:42:52Z	797.3115	533.5156	FALSE	1	1	1	TRUE	Mehr Ressourcen
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	c001c53b-a911-4ba9-ab85-2637c1e7eaa4	Bessere Technologie Entwicklung	3		2023-12-11T10:44:25Z	983.3115	526.5156	FALSE	1	1	1	TRUE	Bessere Technologie Entwicklung
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	56ed1615-8095-429f-8f89-2f595fafa06b	Entlastung Pflegepersonal	3		2023-12-11T10:44:58Z	1023.3115	292.5156	FALSE	1	1	1	TRUE	Entlastet Pflegepersonal_positive
ff10f939-c494-42a7-9dda-db09c3f1cbfb	noID	f684b38e-b93f-405f-862e-81c67c1ec4e7	Verrohung des Verhaltens	-3	"Menschen könnten sich daran gewöhnen Roboter zu missbrauchen (im Sinne von schlecht behandeln), und dies könnte ausstrahlende Effekte auf ""normale"" zwischenmenschliche Beziehungen haben."	2023-12-11T10:46:42Z	110.3115	685.5156	FALSE	1	1	1	TRUE	Verrohung des Verhaltens
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	6990e5f3-1a87-451a-8945-e14f7c23f594	sozialer Assistenzroboter	0		2023-12-11T10:19:52Z	650	400	TRUE	0	0	0	TRUE	Soziale Assistenzroboter_neutral
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	d2778f89-939f-4535-a61a-ab8509d43042	Nachteile	0		2023-12-11T10:19:52Z	450	400	TRUE	0	0	0	TRUE	Nachteile_neutral
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	fc7ab9f0-ef21-41c4-a0da-4627e88fdb32	Vorteile	0		2023-12-11T10:19:52Z	850	400	TRUE	0	0	0	TRUE	Vorteile_neutral
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	b7c23395-d36d-49e7-9f7a-b81ef1f42559	Förderung sozialer Interaktion	1		2023-12-11T10:23:55Z	989.3333	297.5	FALSE	1	1	1	TRUE	förderung sozialer Interaktion_positive
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	336ad739-7e56-4499-a2c7-627411b575ec	Unerstützung beim Lernen	1		2023-12-11T10:24:10Z	945.3333	535.5	FALSE	1	1	1	TRUE	Unerstützung beim Lernen_positive
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	73d5e85d-d726-4fa2-915b-0cc92cd0a9e1	Unterstützung bei Bildungsaktivitäten	1		2023-12-11T10:24:21Z	1045.3333	443.5	FALSE	1	1	1	TRUE	Unterstützung bei Bildungsaktivitäten
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	d8e28bbf-b447-4643-b0fd-273c32874214	Abhängigkeit	-1		2023-12-11T10:24:37Z	423.3333	242.5	FALSE	1	1	1	TRUE	Abhängigkeit_negative
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	ee75609f-206b-463a-9db4-5dce375c648d	Förderung Arbeitslosigkeit/Stellenabbau	-1		2023-12-11T10:24:47Z	285.3333	341.5	FALSE	1	1	1	TRUE	Förderung Arbeitslosigkeit/Stellenabbau
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	2b45f0e1-1e76-4a16-8e02-06db74823423	Erkennung von Gefühlen	-2		2023-12-11T10:25:14Z	295.3333	527.5	FALSE	1	1	1	TRUE	Erkennung von Gefühlen
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	7b4cfd3d-924b-4fc3-a308-0c9fec0404d0	Erwartung an KI	-2		2023-12-11T10:25:38Z	446.3333	557.5	FALSE	1	1	1	TRUE	Erwartung an KI
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	75e1f517-56ab-4ff8-95bd-ab6757fc094a	Interaktion mit Isolierten	3		2023-12-11T10:26:36Z	855.3333	248.5	FALSE	1	1	1	TRUE	Interaktion mit Isolierten_positive
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	1381616d-f717-447c-ac0c-816d3cc26a7c	Interaktion mit Älteren	10		2023-12-11T10:26:54Z	666.3333	261.5	FALSE	1	1	1	TRUE	Interaktion mit Älteren_ambivalent
e2432d72-71f3-4c9c-816b-344d659a8a98	noID	81302552-e312-42c4-bc66-ee0763ef1bd6	Umgang/Bedienung des Roboter	-1	Ältere Leute haben oft Schwierigkeiten mit der Bedienung von Computern etc.	2023-12-11T10:29:27Z	567.3333	152.5	FALSE	1	1	1	TRUE	Umgang/Bedienung des Roboter
e045cbf0-9eff-4291-8738-f31a477b3120	noID	4a756c58-bdeb-4f18-b8b5-6518b1192d7d	Rettungsroboter	0		2023-12-11T10:11:42Z	650	400	TRUE	0	0	0	TRUE	Rettungsroboter
e045cbf0-9eff-4291-8738-f31a477b3120	noID	bbf02739-9dae-47a9-a6d4-e0adbc3e50af	Nachteile	0		2023-12-11T10:11:42Z	450	400	TRUE	0	0	0	TRUE	Nachteile_neutral
e045cbf0-9eff-4291-8738-f31a477b3120	noID	7ebb20da-c799-4691-9115-41fd62df9e56	Vorteile	0		2023-12-11T10:11:42Z	850	400	TRUE	0	0	0	TRUE	Vorteile_neutral
e045cbf0-9eff-4291-8738-f31a477b3120	noID	ab800041-4498-4e10-bca1-8eeda89fd0c2	Einsatzgebiete gefährlich	2	für Menschen	2023-12-11T10:12:07Z	980.6667	419.85	FALSE	1	1	1	TRUE	Einsatzgebiete gefährlich
e045cbf0-9eff-4291-8738-f31a477b3120	noID	71691a5b-c141-47c2-9dd6-2f76b720b3a6	Algorithmen entscheiden leben	-3		2023-12-11T10:13:00Z	333.6667	411.85	FALSE	1	1	1	TRUE	Algorithmen entscheiden leben
e045cbf0-9eff-4291-8738-f31a477b3120	noID	33862578-44b1-443d-b81e-c2214970ffe8	Weiche keine Verletzung	2		2023-12-11T10:13:18Z	963.3333	345.5	FALSE	1	1	1	TRUE	Weiche keine Verletzung
e045cbf0-9eff-4291-8738-f31a477b3120	noID	6f5567c6-633b-4fb6-9cea-901cac0ccc32	Schnelle hilfe	1	wo humane helfer nicht schnell genug an opfer oder verletzte kommen könnten	2023-12-11T10:13:37Z	931.3333	473.5	FALSE	1	1	1	TRUE	Schnelle Hilfe_positive
e045cbf0-9eff-4291-8738-f31a477b3120	noID	0155ed6d-e4c4-4567-8c00-13d256a38af8	Verletzungsgefahr	-3		2023-12-11T10:14:57Z	356.3333	476.5	FALSE	1	1	1	TRUE	Verletzungsgefahr _negative
e045cbf0-9eff-4291-8738-f31a477b3120	noID	aaf6cc3f-2149-43d5-8ad8-47289cd61b4f	Computeranalyse der Verletzung	3		2023-12-11T10:15:39Z	867.3333	313.5	FALSE	1	1	1	TRUE	Computeranalyse der Verletzung
e045cbf0-9eff-4291-8738-f31a477b3120	noID	c42f1c2c-104b-404c-9788-789c5094e1ac	Ohne Empathie	-3		2023-12-11T10:15:59Z	406.3333	334.5	FALSE	1	1	1	TRUE	Ohne Empathie
e045cbf0-9eff-4291-8738-f31a477b3120	noID	f2cb43fd-f640-4664-a90d-1f9c42401adb	Angst vor Maschine	-3		2023-12-11T10:16:28Z	435.3333	523.5	FALSE	1	1	1	TRUE	Angst vor Maschine_negative
e045cbf0-9eff-4291-8738-f31a477b3120	noID	d0523b6e-0bc4-4066-b474-e5bc60ecc4bb	Belastbar	3		2023-12-11T10:16:48Z	829.3333	473.5	FALSE	1	1	1	TRUE	Belastbar/Robust/Wiederstandsfähig_positive
e045cbf0-9eff-4291-8738-f31a477b3120	noID	e6929db3-e602-45c6-b6fc-640e3e107be5	Akkubetrieb	-2		2023-12-11T10:17:00Z	296.3333	342.5	FALSE	1	1	1	TRUE	Akkubetrieb
e045cbf0-9eff-4291-8738-f31a477b3120	noID	1419d6b5-2943-4279-a600-965915a8dce3	Recyclebarkeit?	-3		2023-12-11T10:17:16Z	261.3333	531.5	FALSE	1	1	1	TRUE	Recyclebarkeit?
e045cbf0-9eff-4291-8738-f31a477b3120	noID	5101bd2b-de65-45ff-a1c2-9ed1ffbe506b	Explosionsgefahr?	-3		2023-12-11T10:17:32Z	263.3333	435.5	FALSE	1	1	1	TRUE	Explosionsgefahr?
e045cbf0-9eff-4291-8738-f31a477b3120	noID	feceff7e-09cb-4986-951a-7124c21646cc	Remotesteuerung	3		2023-12-11T10:17:33Z	1001.3333	266.5	FALSE	1	1	1	TRUE	Remotesteuerung
e045cbf0-9eff-4291-8738-f31a477b3120	noID	22b3a7d9-0c9f-4932-88e7-2df158c66bdf	Schwarm an Helferrobotern	3		2023-12-11T10:18:02Z	1068.3333	377.5	FALSE	1	1	1	TRUE	Schwarm an Helferrobotern
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	46418b70-7654-4116-98fd-61e26dc2036b	Rettungsroboter	1		2023-12-11T10:16:59Z	650	400	TRUE	0	0	0	TRUE	Rettungsroboter
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	521405ff-8653-4015-b71c-fdd0689bd756	Nachteile	0		2023-12-11T10:16:59Z	450	400	TRUE	0	0	0	TRUE	Nachteile_neutral
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	b2583d1e-0f75-4ede-b952-92128288e7ee	Vorteile	0		2023-12-11T10:16:59Z	850	400	TRUE	0	0	0	TRUE	Vorteile_neutral
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	1c809ec0-2ec6-49ba-9496-afe7afd275c6	Missbrauch im Krieg	-3		2023-12-11T10:17:12Z	201.4	257.6	FALSE	1	1	1	TRUE	Missbrauch im Krieg_negative
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	35fe4553-ce7f-4b82-ba74-429f3b736eae	Diskriminierung	-3		2023-12-11T10:17:32Z	256.4	385.6	FALSE	1	1	1	TRUE	diskriminierend_negative
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	62ae140f-2db4-4586-872e-b2058f4bda48	Autonomie	-2		2023-12-11T10:17:40Z	181.4	555.6	FALSE	1	1	1	TRUE	Autonom/Autonomie_negative
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	8c319660-1a8e-43c8-b7c7-ab57f7a726e7	Unverlässligkeit	-1		2023-12-11T10:17:50Z	384.4	635.6	FALSE	1	1	1	TRUE	Zuverlässigkeit_negative
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	92ed9549-a5a0-4bfa-a140-ce0cce3c6eba	anfällig für Fehler	-1		2023-12-11T10:18:01Z	370.4	152.6	FALSE	1	1	1	TRUE	anfällig für Fehler
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	3d0cfa39-bf84-4707-a3ca-3651e580a5b5	Menschen überlegen	3		2023-12-11T10:18:38Z	1039.4	403.6	FALSE	1	1	1	TRUE	Menschen überlegen
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	d7e60f55-93f2-4359-a423-e087b7e823ce	neue Möglichkeiten	2		2023-12-11T10:18:59Z	1123.4	272.6	FALSE	1	1	1	TRUE	neue Möglichkeiten_positive
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	358a0655-5f9d-428e-bd3c-add145de3662	nicht selbst gefährdet	3	Wenn Roboter während der Rettung kaputt geht, ist es nicht so schlimm, wie wenn ein anderer Mensch stirbt	2023-12-11T10:19:27Z	1129.4	515.6	FALSE	1	1	1	TRUE	nicht selbst gefährdet
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	35ae12b9-9663-4098-b5c6-8ade5b18952d	präzise	1		2023-12-11T10:20:06Z	993.4	177.6	FALSE	1	1	1	TRUE	Präzision_positive
2372728a-1554-4b74-bdb8-fc1b458cd84b	noID	478e9694-5493-4736-bb8f-ee83eead5592	neue Orte	2	Es kann an Orten gesucht werden, an die Menschen nicht gelangen	2023-12-11T10:20:38Z	1014.4	627.6	FALSE	1	1	1	TRUE	neue Orte
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	0d09a94f-9692-416b-96ed-597bbaec0742	sozialer Assistenzroboter	0		2023-12-11T10:22:24Z	650	400	TRUE	0	0	0	TRUE	Soziale Assistenzroboter_neutral
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	00314c35-219c-48bf-9a41-1777a0e5925e	Nachteile	-2		2023-12-11T10:22:24Z	450	400	TRUE	0	0	0	TRUE	Nachteile_negative
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	5317f645-ed9a-4a1f-aaee-c7182f842f24	Vorteile	2		2023-12-11T10:22:24Z	850	400	TRUE	0	0	0	TRUE	Vorteile_positive
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	6b7f590b-54c1-4e90-94df-69f88d5e5429	Integration von Menschen	2		2023-12-11T10:22:46Z	862	259	FALSE	1	1	1	TRUE	Integration von Menschen
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	ff807f10-08b8-44e6-9900-aab1171e1c1a	passgenauerer Unterricht	1	+ Therapie	2023-12-11T10:23:06Z	1068	407	FALSE	1	1	1	TRUE	passgenauerer Unterricht
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	1d60c688-8c35-4e86-adc2-2905254164a1	Entlassung der Krankenkasse	1		2023-12-11T10:23:32Z	959	599	FALSE	1	1	1	TRUE	Entlassung der Krankenkasse
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	bc9ef486-65ca-48d0-927f-38864c185803	Haftungsfragen	10	Wer haftet bei Schaden?	2023-12-11T10:23:49Z	638	252	FALSE	1	1	1	TRUE	Haftungsfragen
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	a17e81d3-6a9e-4000-972f-31ef3e2feaf8	Gerechtigkeit bei Leistbarkeit	10	Haben wir eine Ungerechtigkeit hinsichtlich, wer erhält Zugang	2023-12-11T10:24:18Z	496	557	FALSE	1	1	1	TRUE	Gerechtigkeit bei Leistbarkeit
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	3ad0c005-1dd8-4431-a812-8c96839daaa0	hoher Lernaufwand	-1		2023-12-11T10:25:15Z	462	243	FALSE	1	1	1	TRUE	hoher Lernaufwand
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	854ffe0c-e8b3-473b-bdaa-77c9a05a115c	Gesetzliche Regelungen	10		2023-12-11T10:25:36Z	368	631	FALSE	1	1	1	TRUE	Gesetzliche Regelungen
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	a15b6f4d-af5e-4d78-881f-78aeb0d8c787	Integration Autismus Betroffene	2		2023-12-11T10:26:47Z	929	147	FALSE	1	1	1	TRUE	Integration Autismus Betroffene
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	a75fd692-8a10-4520-8a4b-b52aa7841c77	Sprachliche Barrieren entfallen	1		2023-12-11T10:27:19Z	988	243	FALSE	1	1	1	TRUE	Sprachliche Barrieren entfallen
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	4ce4547c-7ed7-44b7-a9c0-427937db7ab4	Einfachere Update-Möglichkeit	1		2023-12-11T10:27:41Z	806	537	FALSE	1	1	1	TRUE	Einfachere Update-Möglichkeit
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	7a72050f-7366-421f-bc9a-98a806eac0ba	Probleme bei Älteren	-2		2023-12-11T10:28:14Z	432	83	FALSE	1	1	1	TRUE	Probleme bei Älteren
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	6804977d-7cfb-411a-83a6-1f4ea09ec951	Rechtliche Vorgaben	10	neue Gesetze und Verordnungen müssen erstellt werden	2023-12-11T10:28:44Z	629	117	FALSE	1	1	1	TRUE	Rechtliche Vorgaben
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	1b0c6eda-2f60-488e-aaae-bfa930746ca4	Finanzierungsmodelle	1		2023-12-11T10:29:36Z	582	635	FALSE	1	1	1	TRUE	Finanzierungsmodelle
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	5a98f80e-32f8-43ed-9616-ed9e0fe8fef0	Ermöglichung individuellem Lerntempos	2		2023-12-11T10:31:03Z	1220	391	FALSE	1	1	1	TRUE	Ermöglichung individuellem Lerntempos
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	5f96b1cb-8f05-4d54-b861-adbcd9164c71	Passgenaue Aufgabenwiederholung	1		2023-12-11T10:31:26Z	1107	550	FALSE	1	1	1	TRUE	Passgenaue Aufgabenwiederholung
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	9d6b8595-c335-428c-9d46-2c43c42a2cf1	Geld f. Anderes	1	Geld kann für andere Zwecke eingesetzt werden	2023-12-11T10:31:57Z	1067	676	FALSE	1	1	1	TRUE	Geld f. Anderes
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	58c38e6e-7f9b-4f3f-8eb0-1facfdfeaa9e	Kein veraltetes Wissen	1		2023-12-11T10:32:35Z	756	615	FALSE	1	1	1	TRUE	Kein veraltetes Wissen
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	d20c934f-1763-4d5a-bd32-e75ea2542e5c	Arzt-Ängstliche Personen	2	Personen, die normal nie zum Arzt gehen werden integriert	2023-12-11T10:33:20Z	987	340	FALSE	1	1	1	TRUE	Arzt-Ängstliche Personen
96ced3a1-c238-42a7-a384-972ecb827ef7	noID	bd8ea353-3e0f-4520-aedc-140776800fbb	Arbeitserleichterung für viele	3		2023-12-11T10:34:11Z	755	310	FALSE	1	1	1	TRUE	Arbeitserleichterung für viele
